"Garena Free Fire", "100,000,000+", freefire@garena.com, https://play.google.com/store/apps/details?id=com.dts.freefireth
"Candy Crush Soda Saga", "100,000,000+", candycrushsoda.techhelp@king.com, https://play.google.com/store/apps/details?id=com.king.candycrushsodasaga
"Brawl Stars", "50,000,000+", gp-info@supercell.com, https://play.google.com/store/apps/details?id=com.supercell.brawlstars
"Toon Blast", "50,000,000+", support@peakgames.net, https://play.google.com/store/apps/details?id=net.peakgames.toonblast
"Helix Jump", "100,000,000+", support@voodoo.io, https://play.google.com/store/apps/details?id=com.h8games.helixjump
"Galaxy sky shooting", "10,000,000+", help@ivymobile.com, https://play.google.com/store/apps/details?id=com.ivy.galaxyshooting.sky
"Crowd City", "50,000,000+", support@voodoo.io, https://play.google.com/store/apps/details?id=io.voodoo.crowdcity
"Subway Princess Runner", "50,000,000+", help@ivymobile.com, https://play.google.com/store/apps/details?id=com.rioo.runnersubway
"Sonic Dash", "100,000,000+", help@sega.net, https://play.google.com/store/apps/details?id=com.sega.sonicdash
"Magic Tiles 3", "100,000,000+", support@amanotes.com, https://play.google.com/store/apps/details?id=com.youmusic.magictiles
"My Talking Tom 2", "100,000,000+", support@outfit7.com, https://play.google.com/store/apps/details?id=com.outfit7.mytalkingtom2
"My Talking Angela", "100,000,000+", support@outfit7.com, https://play.google.com/store/apps/details?id=com.outfit7.mytalkingangelafree
"Disc Pool Carrom", "10,000,000+", support@miniclip.com, https://play.google.com/store/apps/details?id=com.miniclip.carrom
"Paper.io 2", "100,000,000+", support@voodoo.io, https://play.google.com/store/apps/details?id=io.voodoo.paper2
"Run Race 3D", "50,000,000+", contact@goodjobgames.com, https://play.google.com/store/apps/details?id=com.mgc.runnergame
"YouCut - Video Editor & Video Maker, No Watermark", "10,000,000+", cameras.ideas@gmail.com, https://play.google.com/store/apps/details?id=com.camerasideas.trimmer
"MGTV-芒果TV国际", "1,000,000+", intl@mgtv.com, https://play.google.com/store/apps/details?id=com.hunantv.imgo.activity.inter
"Drum Pad Machine - Beat Maker", "10,000,000+", support@easybrain.com, https://play.google.com/store/apps/details?id=com.agminstruments.drumpadmachine
"Polaris Office - Free Docs, Sheets, Slides + PDF", "50,000,000+", support@polarisoffice.com, https://play.google.com/store/apps/details?id=com.infraware.office.link
"30 Day Fitness Challenge - Workout at Home", "10,000,000+", northpark.android@gmail.com, https://play.google.com/store/apps/details?id=com.popularapp.thirtydayfitnesschallenge
"Learn Korean, Japanese Vocabulary, Phrase, Grammar", "100,000+", support@lingodeer.com, https://play.google.com/store/apps/details?id=com.lingodeer.plus
"Wego Flights, Hotels, Travel Deals Booking App", "10,000,000+", mobile@wego.com, https://play.google.com/store/apps/details?id=com.wego.android
"C CHANNEL-Tips & tricks videos", "1,000,000+", info@cchan.tv, https://play.google.com/store/apps/details?id=tv.cchan.harajuku
"Omlet Arcade - Screen Recorder, Stream Games", "10,000,000+", contact@mobisocial.us, https://play.google.com/store/apps/details?id=mobisocial.arcade
"Zombie Tsunami", "100,000,000+", androidsupport.zombietsunami@mobigame.zendesk.com, https://play.google.com/store/apps/details?id=net.mobigame.zombietsunami
"Concepts - Sketch, Design, Illustrate", "50,000+", concepts@tophatch.com, https://play.google.com/store/apps/details?id=com.tophatch.concepts
"Talking Tom Gold Run", "100,000,000+", support@outfit7.com, https://play.google.com/store/apps/details?id=com.outfit7.talkingtomgoldrun
"House Paint", "10,000,000+", info@saygames.by, https://play.google.com/store/apps/details?id=com.housepaint.game
"Tomb of the Mask", "100,000,000+", support@playgendary.com, https://play.google.com/store/apps/details?id=com.playgendary.tom
"Block Puzzle Jewel", "100,000,000+", hucuawe@gmail.com, https://play.google.com/store/apps/details?id=com.differencetenderwhite.skirt
"Temple Run", "100,000,000+", support-android@imangistudios.com, https://play.google.com/store/apps/details?id=com.imangi.templerun
"Extreme Car Driving Simulator", "100,000,000+", support@axesinmotion.com, https://play.google.com/store/apps/details?id=com.aim.racing
"Farm Heroes Saga", "100,000,000+", farmheroes.techhelp@king.com, https://play.google.com/store/apps/details?id=com.king.farmheroessaga
"Plants vs. Zombies FREE", "100,000,000+", help@eamobile.com, https://play.google.com/store/apps/details?id=com.ea.game.pvzfree_row
"8 Ball Pool", "500,000,000+", support@miniclip.com, https://play.google.com/store/apps/details?id=com.miniclip.eightballpool
"Dream League Soccer", "100,000,000+", support@ftgames.com, https://play.google.com/store/apps/details?id=com.firsttouchgames.dls3
"Gacha Life", "10,000,000+", Lunimegames@gmail.com, https://play.google.com/store/apps/details?id=air.com.lunime.gachalife
"Pou", "500,000,000+", pouhelp@gmail.com, https://play.google.com/store/apps/details?id=me.pou.app
"Bubble Shooter", "100,000,000+", support@ilyon.net, https://play.google.com/store/apps/details?id=bubbleshooter.orig
"Pooking - Billiards City", "100,000,000+", zhangli332211@gmail.com, https://play.google.com/store/apps/details?id=com.billiards.city.pool.nation.club
"My Talking Tom", "500,000,000+", support@outfit7.com, https://play.google.com/store/apps/details?id=com.outfit7.mytalkingtomfree
"Hill Climb Racing", "500,000,000+", support@fingersoft.com, https://play.google.com/store/apps/details?id=com.fingersoft.hillclimb
"Hay Day", "100,000,000+", gp-info@supercell.com, https://play.google.com/store/apps/details?id=com.supercell.hayday
"Homescapes", "100,000,000+", homescapes@playrix.com, https://play.google.com/store/apps/details?id=com.playrix.homescapes
"Township", "100,000,000+", support@playrix.com, https://play.google.com/store/apps/details?id=com.playrix.township
"The Mighty Quest for Epic Loot", "1,000,000+", android.support@ubisoft.com, https://play.google.com/store/apps/details?id=com.ubisoft.mightyquest
"Vineyard Valley: Design Story", "100,000+", support@jamcity.com, https://play.google.com/store/apps/details?id=com.jamcity.superchef
"Robbery Bob 2: Double Trouble", "10,000,000+", support@leveleight.se, https://play.google.com/store/apps/details?id=com.chillingo.robberybob2.android.gplay
"Cookie Jam™ Match 3 Games & Free Puzzle Game", "50,000,000+", support@jamcity.com, https://play.google.com/store/apps/details?id=air.com.sgn.cookiejam.gp
"Power Pop Bubbles", "10,000,000+", support@ilyon.net, https://play.google.com/store/apps/details?id=bubbles.pop.power
"Clash Royale", "100,000,000+", gp-info@supercell.com, https://play.google.com/store/apps/details?id=com.supercell.clashroyale
"Tap Tap Dash", "50,000,000+", ttdcs@conew.com, https://play.google.com/store/apps/details?id=com.secondarm.taptapdash
"Pencil Sketch Camera & Cartoon Art Photo Editor", "10,000+", modelzapp2019@gmail.com, https://play.google.com/store/apps/details?id=com.camera.sketch.camera.pencil
"Floor Plan Creator", "5,000,000+", support@floorplancreator.net, https://play.google.com/store/apps/details?id=pl.planmieszkania.android
"X Launcher New: With OS12 Style Theme & No Ads", "500,000+", ioslauncher@163.com, https://play.google.com/store/apps/details?id=com.ioslauncher.newest
"Smoke Name Art - Smoky Effect Focus n Filter Maker", "500,000+", appxstudio.co@gmail.com, https://play.google.com/store/apps/details?id=com.appxstudio.smokearteffect
"ibis Paint X", "10,000,000+", mob-paint-support@ibis.ne.jp, https://play.google.com/store/apps/details?id=jp.ne.ibis.ibispaintx.app
"Easy Paper Craft Project Ideas", "100,000+", semutmencariberkah@gmail.com, https://play.google.com/store/apps/details?id=com.EasyPaperCraftProjects.Esmut
"Crochet step by step. Learn crochet points", "10,000+", faloli423@outlook.com, https://play.google.com/store/apps/details?id=aprenderpuntoscrochet.crochetstepbystep.puntosganchillo
"Blossom Cube Crush", "10,000+", marscityjin@gmail.com, https://play.google.com/store/apps/details?id=com.wsinc.toycubeblast.BlossomCubes
"Design Logo Ideas | Create Logo eSport", "100,000+", mayamie@yandex.com, https://play.google.com/store/apps/details?id=com.mayamie.designlogoideas.esportlogomaker
"Colorfit - Drawing & Coloring", "1,000,000+", creative.feedback@hotmail.com, https://play.google.com/store/apps/details?id=com.creative.colorfit.mandala.coloring.book
"Crazy Car Impossible Track Racing Simulator", "10,000,000+", apic.studios65@gmail.com, https://play.google.com/store/apps/details?id=com.apc.impossible.mega.dangerous.ramp.stunt
"Motorcycle Stunts Game:Sky Runner Bike Stunts", "100,000+", classicfreegames3d@gmail.com, https://play.google.com/store/apps/details?id=com.classic.free.bike.stunts.game
"Consulta Placa Detran e Multa", "5,000,000+", devplank@gmail.com, https://play.google.com/store/apps/details?id=com.devplank.masterplaca
"Jet Sky War Fighter 2019: Airplane Shooting Combat", "1,000,000+", askgames.minisports@gmail.com, https://play.google.com/store/apps/details?id=games.mini.sports.jets.shooting
"Extreme City GT Car Stunts", "10,000,000+", gamepixel16@gmail.com, https://play.google.com/store/apps/details?id=com.aa.extreme.city.gt.car.stunts
"Cargo Delivery Truck Driver - Offroad Truck Games", "500,000+", twgamesstudio@outlook.com, https://play.google.com/store/apps/details?id=com.TopWinGames.OffroadTruckSimulator.OffroadTruckGames
"Impossible GT Car Racing Stunts 2019", "1,000,000+", Squadcell.playgames@gmail.com, https://play.google.com/store/apps/details?id=com.frenzygames.fgs.impossible.extreme.gt.car.racing.stunts
"City Coach Bus Simulator 2019", "1,000,000+", crownapps94@gmail.com, https://play.google.com/store/apps/details?id=com.jimaapps.city.coach.bus.simulator.driving
"GT Racing Master: Mega GT Stunts Lightning Chase", "1,000,000+", playvertex1@gmail.com, https://play.google.com/store/apps/details?id=com.play.vertex.gt.racing.master.tuner.car.stunts.legends.apps
"Crazy Car Impossible Track Racing Simulator 2", "100,000+", apic.studios65@gmail.com, https://play.google.com/store/apps/details?id=com.aps.impossible.gt.mega.car.ramp.stunt
"Homemade Beauty Guides: Facial Care", "100,000+", christine15june@gmail.com, https://play.google.com/store/apps/details?id=com.cylonblast.homemadebeautyguidesfacialcare
"Mirror Camera  (Mirror + Selfie Camera)", "1,000,000+", jacky.finalfantasy@gmail.com, https://play.google.com/store/apps/details?id=com.jkfantasy.camera.jkpmirrorcamera
"Mirror - Zoom & Exposure -", "1,000,000+", sagomanda@gmail.com, https://play.google.com/store/apps/details?id=com.barilab.handmirror.googlemarket
"Beauty Camera - Selfie Camera", "10,000,000+", beautycamera.photo@gmail.com, https://play.google.com/store/apps/details?id=com.northpark.beautycamera
"Skin and Face Care - acne, fairness, wrinkles", "100,000+", xtapps009@gmail.com, https://play.google.com/store/apps/details?id=face.blemishes.blackheads.fairskin.pimples.acne.wrinkles.xtapps.facecare
"LIPS(リップス) - コスメ・メイクのクチコミ検索アプリ", "500,000+", support@appbrew.io, https://play.google.com/store/apps/details?id=com.lipscosme.lips
"Makeup Camera - Beauty Face Photo Editor", "10,000+", shwaleedess5@gmail.com, https://play.google.com/store/apps/details?id=sh.makeup.camera.beauty.face.photo.editor
"Eye Makeup Tutorial Step By Step 2019", "10,000+", jilalironaldo88@gmail.com, https://play.google.com/store/apps/details?id=com.eyeshadowmakeupvideotutorial.stepbystep
"Magic Selfie Makeup Camera-Photo Editor", "100,000+", valenciaapps04@gmail.com, https://play.google.com/store/apps/details?id=valencia.magic.selfie.makeup.camer.photo.editor
"Hairstyles step by step", "1,000,000+", piupiuapps@gmail.com, https://play.google.com/store/apps/details?id=com.piupiuapps.hairstyles
"Idle Frontier: Tap Town Tycoon", "100,000+", support@idlefrontier.zendesk.com, https://play.google.com/store/apps/details?id=com.kongregate.mobile.idlefrontier.google
"Solitaire", "10,000,000+", lemongameinc@gmail.com, https://play.google.com/store/apps/details?id=com.lemongame.klondike.solitaire
"Sweet Fever", "5,000,000+", mobileguru808@gmail.com, https://play.google.com/store/apps/details?id=com.mobileguru.sweet.candyfever.free
"Solitaire", "5,000,000+", contact@mouse-games.com, https://play.google.com/store/apps/details?id=com.smilerlee.klondike
"Fruits Bomb", "10,000,000+", mobileguru808@gmail.com, https://play.google.com/store/apps/details?id=com.mobileguru.fruitsbomb.free
"Chess", "100,000,000+", help.chess@mail.ru, https://play.google.com/store/apps/details?id=com.jetstartgames.chess
"Bubble Shooter 2", "10,000,000+", support@ilyon.net, https://play.google.com/store/apps/details?id=shooter.two.purple
"Candy Fever", "10,000,000+", mobileguru808@gmail.com, https://play.google.com/store/apps/details?id=com.mobileguru.candyfever.free
"Moy 6 the Virtual Pet Game", "10,000,000+", bestpetgames@gmail.com, https://play.google.com/store/apps/details?id=com.frojo.moy6
"Stick War: Legacy", "50,000,000+", mobile@maxgames.com, https://play.google.com/store/apps/details?id=com.maxgames.stickwarlegacy
"Pet Rescue Saga", "100,000,000+", petrescue.techhelp@king.com, https://play.google.com/store/apps/details?id=com.king.petrescuesaga
"Candy Crush Jelly Saga", "100,000,000+", candycrushjelly.techhelp@king.com, https://play.google.com/store/apps/details?id=com.king.candycrushjellysaga
"Jelly Shift", "10,000,000+", info@saygames.by, https://play.google.com/store/apps/details?id=com.shape.change
"Mr Bullet - Spy Puzzles", "10,000,000+", hello@lionstudios.cc, https://play.google.com/store/apps/details?id=com.lionstudios.mrbullet
"Archero", "10,000,000+", archero@habby.fun, https://play.google.com/store/apps/details?id=com.habby.archero
"Bubble Shooter Genies", "10,000,000+", bubblegenies@puzzlejoy.com, https://play.google.com/store/apps/details?id=com.linkdesks.bubblegames.bubbleshooter
"Stick Fight: The Game Mobile", "1,000,000+", gamestickfightna@service.netease.com, https://play.google.com/store/apps/details?id=com.netease.ddsfna
"Angry Birds Rio", "100,000,000+", support@rovio.com, https://play.google.com/store/apps/details?id=com.rovio.angrybirdsrio
"Toy Brick Crush - Addictive Puzzle Matching Game", "1,000,000+", elly.wang@avid.ly, https://play.google.com/store/apps/details?id=com.toybrickcrush.casual.avidly
"Bubble Witch 3 Saga", "50,000,000+", bubblewitch3.techhelp@king.com, https://play.google.com/store/apps/details?id=com.king.bubblewitch3
"Lep's World 2 🍀🍀", "100,000,000+", support@LepsWorld2.com, https://play.google.com/store/apps/details?id=at.ner.lepsWorld2
"Word Search", "10,000,000+", wordloco.contact@gmail.com, https://play.google.com/store/apps/details?id=com.wordloco.wordchallenge
"Cat Runner: Decorate Home", "50,000,000+", help@ivymobile.com, https://play.google.com/store/apps/details?id=com.solou.catendless.run
"Payback 2 - The Battle Sandbox", "10,000,000+", payback2.support@apex-designs.net, https://play.google.com/store/apps/details?id=net.apex_designs.payback2
"Bubble Shooter", "50,000,000+", prevailkxvoq@gmail.com, https://play.google.com/store/apps/details?id=bubble.shoot.bubbles.game.saga.world
"Lep's World 🍀", "50,000,000+", support@LepsWorld2.com, https://play.google.com/store/apps/details?id=at.nerbrothers.SuperJump
"Fruit Burst", "5,000,000+", coolgamefromtom@gmail.com, https://play.google.com/store/apps/details?id=com.nextstep.fruitburstline
"Fruit Ninja®", "100,000,000+", fruitninja@halfbrick.com, https://play.google.com/store/apps/details?id=com.halfbrick.fruitninjafree
"Bike Racing 3D", "100,000,000+", contact@words-mobile.com, https://play.google.com/store/apps/details?id=com.wordmobiles.bikeRacing
"Hungry Shark Evolution", "100,000,000+", android.support@ubisoft.com, https://play.google.com/store/apps/details?id=com.fgol.HungrySharkEvolution
"Tiles Hop: EDM Rush!", "50,000,000+", pama.support@amanotes.com, https://play.google.com/store/apps/details?id=com.amanotes.beathopper
"Real Cake Maker 3D - Bake, Design & Decorate", "10,000,000+", WeCare@TabTale.com, https://play.google.com/store/apps/details?id=com.cocoplay.cakemaker
"Sky Fighters 3D", "10,000,000+", contact@doodlemobile.com, https://play.google.com/store/apps/details?id=com.Bingo.Fighter
"The Archers 2", "10,000,000+", byv.games@gmail.com, https://play.google.com/store/apps/details?id=com.byv.TheArchers2
"Smash Hit", "100,000,000+", smashhit@mediocre.se, https://play.google.com/store/apps/details?id=com.mediocre.smashhit
"Helix Crush", "10,000,000+", pama.setup@amanotes.com, https://play.google.com/store/apps/details?id=com.amanotes.pamahelixtiles
"Among Us", "5,000,000+", us@innersloth.com, https://play.google.com/store/apps/details?id=com.innersloth.spacemafia
"Math Games, Learn Add, Subtract, Multiply & Divide", "5,000,000+", support@gunjanappstudios.com, https://play.google.com/store/apps/details?id=com.GamesForKids.Mathgames.MultiplicationTables
"Coloring & Learn", "10,000,000+", orangegstudios@gmail.com, https://play.google.com/store/apps/details?id=com.orange.coloring.learn.kids
"MARVEL Future Fight", "50,000,000+", netmarbles@igsinc.co.kr, https://play.google.com/store/apps/details?id=com.netmarble.mherosgb
"Jewels Track - Match 3 Puzzle", "10,000,000+", mobileguru808@gmail.com, https://play.google.com/store/apps/details?id=com.mobileguru.jewelslegend.free
"LEGO® Juniors Create & Cruise", "100,000,000+", android@lego.com, https://play.google.com/store/apps/details?id=com.lego.bricksmore
"Fruits Legend", "10,000,000+", appgo@outlook.com, https://play.google.com/store/apps/details?id=com.appgame7.friutslegend
"YouTube Kids", "100,000,000+", ytkids-support@google.com, https://play.google.com/store/apps/details?id=com.google.android.apps.youtube.kids
"Toca Kitchen 2", "50,000,000+", support@tocaboca.com, https://play.google.com/store/apps/details?id=com.tocaboca.tocakitchen2
"Baby Twins - Newborn Care", "10,000,000+", WeCare@TabTale.com, https://play.google.com/store/apps/details?id=com.tabtale.babytwins
"PJ Masks: Moonlight Heroes", "50,000,000+", support@pjmasks.com, https://play.google.com/store/apps/details?id=com.pjmasks.moonlightheroes
"Puzzle Kids - Animals Shapes and Jigsaw Puzzles", "5,000,000+", app_support@rvappstudios.com, https://play.google.com/store/apps/details?id=com.rvappstudios.jigsaw.puzzles.kids
"TAYO Garage Game", "10,000,000+", iconixenter@gmail.com, https://play.google.com/store/apps/details?id=net.greysox.TayoX
"Little Panda's Pet Salon", "5,000,000+", ser@babybus.com, https://play.google.com/store/apps/details?id=com.sinyee.babybus.cosmetology
"Kiddopia - Preschool Learning Games", "10,000+", support@paperboatapps.com, https://play.google.com/store/apps/details?id=com.paperboatapps.google.kiddopia
"Khan Academy Kids: Free educational games & books", "500,000+", khankids@khanacademy.org, https://play.google.com/store/apps/details?id=org.khankids.android
"Cooking Mama: Let's cook!", "10,000,000+", mama_info02@ofcr.co.jp, https://play.google.com/store/apps/details?id=jp.co.ofcr.cm00
"Write Numbers: Tracing 123", "1,000,000+", info@trigonom.al, https://play.google.com/store/apps/details?id=al.trigonom.zahlenschreiben
"Thomas & Friends: Go Go Thomas", "10,000,000+", support@budgestudios.ca, https://play.google.com/store/apps/details?id=com.budgestudios.ThomasAndFriendsGoGoThomas
"Kid-E-Cats Picnic: Kitty Food Games for Kids", "5,000,000+", support@devgameou.com, https://play.google.com/store/apps/details?id=com.devgame.catspicnic
"Toca Hair Salon 3", "100,000+", support@tocaboca.com, https://play.google.com/store/apps/details?id=com.tocaboca.tocahairsalon3
"Hello Kitty Nail Salon", "50,000,000+", support@budgestudios.ca, https://play.google.com/store/apps/details?id=com.budgestudios.HelloKittyNailSalon
"ABC Kids - Tracing & Phonics", "10,000,000+", app_support@rvappstudios.com, https://play.google.com/store/apps/details?id=com.rvappstudios.abc_kids_toddler_tracing_phonics
"LEGO® DC Mighty Micros", "50,000,000+", android@lego.com, https://play.google.com/store/apps/details?id=com.lego.superheroes.dccomicsmightymicros
"Hot Wheels: Race Off", "50,000,000+", support@hutchgames.com, https://play.google.com/store/apps/details?id=com.hutchgames.hotwheels
"Kids Doodle - Color & Draw", "50,000,000+", doodle.joy.studio@gmail.com, https://play.google.com/store/apps/details?id=com.doodlejoy.studio.kidsdoojoy
"Disney Magic Kingdoms: Build Your Own Magical Park", "10,000,000+", android.support@gameloft.com, https://play.google.com/store/apps/details?id=com.gameloft.android.ANMP.GloftDYHM
"Baby Panda's Supermarket", "10,000,000+", ser@babybus.com, https://play.google.com/store/apps/details?id=com.sinyee.babybus.shopping
"Little Panda: Princess Dress Up", "10,000,000+", ser@babybus.com, https://play.google.com/store/apps/details?id=com.sinyee.babybus.princess
"Baby Panda Care", "10,000,000+", ser@babybus.com, https://play.google.com/store/apps/details?id=com.sinyee.babybus.care
"LEGO® DUPLO® Train", "10,000,000+", android@lego.com, https://play.google.com/store/apps/details?id=com.lego.duplo.trains
"Barbie Dreamhouse Adventures", "10,000,000+", support@budgestudios.ca, https://play.google.com/store/apps/details?id=com.budgestudios.googleplay.BarbieDreamhouse
"Little Panda's Chinese Recipes", "10,000,000+", ser@babybus.com, https://play.google.com/store/apps/details?id=com.sinyee.babybus.food
"My Bakery Empire - Bake, Decorate & Serve Cakes", "10,000,000+", WeCare@TabTale.com, https://play.google.com/store/apps/details?id=com.cocoplay.sweet.bakery
"My Little Pony Rainbow Runners", "10,000,000+", support@budgestudios.ca, https://play.google.com/store/apps/details?id=com.budgestudios.googleplay.MyLittlePonyRainbowRunners
"Minion Rush: Despicable Me Official Game", "100,000,000+", android.support@gameloft.com, https://play.google.com/store/apps/details?id=com.gameloft.android.ANMP.GloftDMHM
"LEGO® NINJAGO®: Ride Ninja", "10,000,000+", android@lego.com, https://play.google.com/store/apps/details?id=com.lego.ninjago.rideninja
"Boomerang Make and Race - Scooby-Doo Racing Game", "50,000,000+", apps.emea@turner.com, https://play.google.com/store/apps/details?id=air.com.turner.boomerangmakeandrace
"My Little Pony: Harmony Quest", "10,000,000+", support@budgestudios.ca, https://play.google.com/store/apps/details?id=com.budgestudios.MyLittlePonyHarmonyQuest
"Solitaire", "1,000,000+", coolgames2017@outlook.com, https://play.google.com/store/apps/details?id=solitaire.card.games.free.klondike.solitaire.classic.fun
"Masha and the Bear. Educational Games", "50,000,000+", edujoy@edujoy.es, https://play.google.com/store/apps/details?id=com.edujoy.masha.games
"Farming Simulator 14", "50,000,000+", support@giants-software.com, https://play.google.com/store/apps/details?id=com.giantssoftware.fs14
"Word Search Games in english", "10,000,000+", edujoy@edujoy.es, https://play.google.com/store/apps/details?id=com.edujoy.Word_Search
"Color Hockey", "10,000,000+", gaming.one@hotmail.com, https://play.google.com/store/apps/details?id=com.gameone.colorhockey.free
"Baby Panda's Fashion Dress Up Game", "10,000,000+", ser@babybus.com, https://play.google.com/store/apps/details?id=com.sinyee.babybus.tailor
"Mahjong", "10,000,000+", Honey.Tripeaks@gmail.com, https://play.google.com/store/apps/details?id=mahjong.games.mahjong.classic.free
"Truck games for kids - build a house 🏡 car wash", "5,000,000+", toplinesolutionsltd@gmail.com, https://play.google.com/store/apps/details?id=com.gokids.transportbuilding
"Bricks Breaker - Glow Balls", "1,000,000+", support@imbigcat.com, https://play.google.com/store/apps/details?id=balls.glow.bricks.breaker.brounce.ballz.puzzle.free
"Coloring games for kids animal", "10,000,000+", rmsgamesforkidsseller@gmail.com, https://play.google.com/store/apps/details?id=com.coloring.book.animals
"sand:box - relaxing particle engine", "10,000,000+", smellymoo@gmail.com, https://play.google.com/store/apps/details?id=smellymoo.sand
"Princess Salon", "10,000,000+", contact@libiitech.com, https://play.google.com/store/apps/details?id=com.libiitech.princesssalon
"Barbie Magical Fashion", "10,000,000+", support@budgestudios.ca, https://play.google.com/store/apps/details?id=com.budgestudios.BarbieMagicalFashion
"Toca Mini", "50,000+", support@tocaboca.com, https://play.google.com/store/apps/details?id=com.tocaboca.tocamini
"Toca Blocks", "100,000+", support@tocaboca.com, https://play.google.com/store/apps/details?id=com.tocaboca.blocks
"Coloring Book for family", "5,000,000+", colorfit.app@outlook.com, https://play.google.com/store/apps/details?id=com.eyewind.colorfit.family
"Animal Coloring Book", "1,000,000+", colorfit.app@outlook.com, https://play.google.com/store/apps/details?id=com.eyewind.colorfit.animal_kingdom
"Draw Your Game", "10,000,000+", contact@zerokcm.fr, https://play.google.com/store/apps/details?id=com.korrisoft.draw.your.game
"LEGO® Creator Islands - Build, Play & Explore", "10,000,000+", android@lego.com, https://play.google.com/store/apps/details?id=com.lego.creator.creatorislands
"Barbie™ Fashion Closet", "10,000,000+", service@mattel.com, https://play.google.com/store/apps/details?id=com.mattel.barbiesparkleblastkids
"Hello Kitty Lunchbox", "10,000,000+", support@budgestudios.ca, https://play.google.com/store/apps/details?id=com.budgestudios.HelloKittyLunchBox
"Doodle | Magic Joy", "10,000,000+", eyewind.draw@hotmail.com, https://play.google.com/store/apps/details?id=com.drawapp.magicdoodle
"Thomas & Friends Minis", "5,000,000+", support@budgestudios.ca, https://play.google.com/store/apps/details?id=com.budgestudios.googleplay.ThomasAndFriendsMinis
